PID,Core Count,Core Clock,Boost Clock,TDP,Series,Microarchitecture,Core Family,Socket,Maximum Supported Memory,ECC Support,Packaging,Includes CPU Cooler,L1 Cache,L2 Cache,L3 Cache,Lithography,Simultaneous Multithreading,Integrated Graphics
17108,4,4,4,100,19,15,45,17,,N,0,Y,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,,32,N,22
17109,6,2,,95,16,17,25,11,,Y,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,32,Y,
17110,2,3,3,65,31,15,45,17,,N,0,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,32
17111,2,2,,53,14,11,16,6,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,22,N,16
17112,4,3,,65,19,15,48,17,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",1 x 4 MB,,32,N,26
17113,2,3,,65,31,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,32
17114,8,3,,125,13,25,43,9,,N,1,N,"8 x 16 kB Instruction
4 x 64 kB Data",8 x 1 MB,1 x 8 MB,32,N,
17115,8,3,3,150,16,17,25,11,,Y,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,32,Y,
17116,6,3,4,130,16,14,35,11,,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,Y,
17117,4,3,3,65,15,23,36,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17118,4,3,4,95,24,23,36,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,
17119,4,3,3,140,16,16,26,10,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,22,Y,
17120,4,3,,95,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17121,2,2,,35,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17122,2,3,,53,17,11,16,6,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17123,14,2,3,120,16,16,26,10,,Y,1,N,"14 x 32 kB Instruction
14 x 32 kB Data",14 x 256 kB,1 x 35 MB,22,Y,
17124,4,3,3,84,27,16,22,6,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,34
17125,4,3,3,80,27,16,22,6,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,
17126,2,3,,35,6,10,14,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,8
17127,4,2,3,35,4,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
17128,2,3,,51,17,10,14,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,N,8
17129,4,3,4,80,27,10,52,3,64,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,39
17130,4,3,4,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17131,4,3,3,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,39
17132,4,4,4,95,19,23,50,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17133,6,3,3,140,3,18,33,10,,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,14,Y,
17134,4,3,3,140,16,18,24,10,1536,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 10 MB,14,Y,
17135,2,3,,51,14,8,12,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,14,N,19
17136,2,3,,35,17,8,12,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,7
17137,2,3,,35,6,8,12,3,64,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,7
17138,2,3,,35,6,8,12,3,64,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,7
17139,4,2,3,35,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
17140,4,4,4,112,4,8,27,7,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,
17141,4,3,3,95,15,23,36,15,,N,0,Y,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17142,4,3,3,73,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,28
17143,4,3,3,72,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17144,4,3,4,73,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,28
17145,4,3,4,72,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17146,4,3,4,65,24,13,18,0,,N,1,N,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,
17147,14,3,4,165,5,10,32,7,128,N,1,N,"14 x 32 kB Instruction
14 x 32 kB Data",1214 x 1 MB,1 x 19.25 MB,14,Y,
17148,4,2,,95,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17149,4,3,3,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17150,2,3,4,65,12,23,50,15,,N,0,Y,"2 x 96 kB Instruction
2 x 16 kB Data",1 x 1 MB,,28,N,11
17151,2,2,,75,29,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17152,8,1,2,95,16,14,61,22,384,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,22,Y,
17153,4,3,3,72,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,
17154,4,4,4,83,28,5,7,3,128,Y,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,28
17155,2,3,,65,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17156,2,3,,65,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17157,2,3,,80,34,19,57,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,1 x 6 MB,45,N,
17158,4,2,,95,23,19,42,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 4 MB,45,N,
17159,4,2,,95,23,19,42,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 4 MB,45,N,
17160,4,2,,95,23,19,42,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17161,3,2,,65,36,19,60,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,1 x 6 MB,45,N,
17162,2,1,,65,17,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17163,2,2,,65,14,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,45,N,
17164,2,2,,65,17,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17165,2,2,,65,17,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17166,2,2,,65,17,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17167,2,1,,65,10,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17168,2,2,,65,10,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17169,2,2,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 3 MB,,45,N,
17170,2,3,,65,10,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 3 MB,,45,N,
17171,2,3,,73,4,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
17172,4,2,,95,22,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
17173,4,2,,95,22,24,39,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 3 MB,,45,N,
17174,4,2,,65,22,24,39,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17175,4,3,,130,29,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17176,4,3,,136,29,24,39,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 6 MB,,45,N,
17177,4,3,,95,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17178,2,3,,80,34,19,57,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,1 x 6 MB,45,N,
17179,3,3,,95,35,19,58,12,,N,1,N,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17180,4,2,,100,21,27,51,18,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",1 x 2 MB,,32,N,
17181,6,3,,95,13,25,43,9,,N,1,N,"6 x 16 kB Instruction
3 x 64 kB Data",6 x 1 MB,1 x 6 MB,32,N,
17182,4,3,,95,4,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,32,N,
17183,4,3,,95,27,17,23,8,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,
17184,2,3,,65,38,15,48,17,,N,0,Y,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,
17185,4,3,3,84,27,16,22,6,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,34
17186,2,2,,55,14,14,19,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 2 MB,22,N,16
17187,8,4,4,220,13,15,21,9,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
17188,2,3,,54,6,11,16,6,,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,22,Y,10
17189,4,3,3,95,19,23,36,15,,N,1,Y,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17190,2,2,,65,31,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,29
17191,2,3,3,65,31,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,31
17192,2,3,,35,6,11,16,6,,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,Y,20
17193,4,3,3,130,16,14,35,11,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 15 MB,22,Y,
17194,4,2,,25,24,21,31,13,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,
17195,2,3,3,65,12,23,36,15,,N,1,N,"1 x 96 kB Instruction
2 x 16 kB Data",1 x 1 MB,,28,N,11
17196,2,3,,53,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17197,6,1,,85,16,16,26,10,,Y,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,N,
17198,6,2,,95,26,19,46,12,,N,0,Y,"6 x 64 kB Instruction
6 x 64 kB Data",6 x 512 kB,1 x 6 MB,45,N,
17199,4,2,,65,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
17200,6,2,3,80,16,14,35,11,,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,Y,
17201,2,3,,35,17,10,14,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,N,8
17202,4,3,4,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17203,4,3,3,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,
17204,8,3,3,95,33,15,63,23,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
17205,8,3,3,95,33,15,63,23,,N,0,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
17206,8,2,3,115,33,15,56,19,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,2 x 8 MB,32,N,
17207,4,3,4,65,19,23,50,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17208,4,2,,25,9,21,31,13,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,42
17209,10,3,3,140,25,18,33,10,,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 25 MB,14,Y,
17210,2,4,,51,6,8,12,3,64,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,7
17211,2,3,,35,6,8,12,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,19
17212,2,3,,35,6,8,12,3,64,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,7
17213,4,2,3,35,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
17214,4,2,3,35,3,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,7
17215,4,4,4,112,3,8,27,7,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17216,4,3,4,72,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17217,4,3,4,72,27,8,12,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17218,4,3,4,65,24,13,18,0,,N,0,Y,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,
17219,4,3,3,65,24,13,18,0,,N,0,Y,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,
17220,4,3,4,71,28,7,11,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,28
17221,4,3,4,71,28,7,11,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
17222,2,3,,54,17,16,22,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17223,6,2,3,80,16,14,61,22,384,Y,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,Y,
17224,2,2,,65,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17225,1,1,,35,14,20,30,4,,N,0,Y,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 512 kB,,65,N,
17226,1,2,,35,14,20,30,4,,N,1,N,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 512 kB,,65,N,
17227,2,3,,80,34,19,57,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,1 x 6 MB,45,N,
17228,4,2,,95,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17229,3,2,,95,36,19,60,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,1 x 6 MB,45,N,
17230,4,2,,125,23,19,42,21,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17231,4,2,,45,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17232,4,2,,65,23,19,42,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17233,2,1,,65,17,20,30,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17234,2,2,,65,17,20,59,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 1 MB,,65,N,
17235,2,2,,65,17,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 2 MB,,45,N,
17236,2,2,,65,10,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17237,2,2,,65,10,9,13,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 3 MB,,45,N,
17238,2,3,,87,4,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
17239,2,3,,73,4,26,47,14,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,32,Y,16
17240,4,2,,100,22,20,44,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
17241,4,2,,95,22,24,39,4,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 2 MB,,45,N,
17242,4,3,,130,29,20,44,4,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 4 MB,,65,N,
17243,2,2,,75,29,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 4 MB,,65,N,
17244,4,3,,125,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6 MB,45,N,
17245,2,2,,65,17,17,23,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,32,N,16
17246,4,3,,125,23,19,42,12,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 6.047 MB,45,N,
17247,2,3,,65,18,19,29,12,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17248,4,3,,95,27,17,23,8,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,16
17249,4,3,,95,27,17,23,8,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,
17250,4,3,,80,27,17,23,8,,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,
17251,2,4,,65,38,15,45,17,,N,0,Y,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,
17252,2,3,,53,17,11,16,6,,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17253,1,2,,45,20,19,55,12,,N,1,N,"1 x 64 kB Instruction
1 x 64 kB Data",1 x 1 MB,,45,N,
17254,4,3,,100,19,15,48,17,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",1 x 4 MB,,32,N,26
17255,2,3,4,65,31,15,45,17,,N,0,Y,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,31
17256,2,2,,65,31,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,29
17257,2,3,,65,31,15,48,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,32
17258,4,4,,125,13,25,43,9,,N,1,N,"2 x 64 kB Instruction
4 x 16 kB Data",2 x 2 MB,1 x 8 MB,32,N,
17259,4,2,,65,21,27,51,18,,N,1,N,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 1 MB,,32,N,
17260,2,2,,65,37,27,51,18,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,32,N,41
17261,2,4,,65,38,15,45,17,,N,1,N,"1 x 64 kB Instruction
2 x 16 kB Data",1 x 1 MB,,32,N,
17262,2,3,,35,6,11,16,6,,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,22,Y,10
17263,4,3,3,80,27,16,22,6,,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,
17264,8,3,4,95,13,15,21,9,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
17265,4,2,,25,24,21,31,13,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,
17266,4,3,4,95,19,23,36,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17267,2,3,,53,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17268,2,3,,53,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17269,2,3,,53,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17270,8,2,,85,16,16,26,10,,Y,1,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,22,Y,
17271,4,3,4,95,19,23,50,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17272,2,3,,53,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17273,4,3,3,95,15,23,50,15,,N,0,Y,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,13
17274,4,3,4,80,27,10,52,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,39
17275,8,3,3,115,33,15,56,19,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,2 x 8 MB,32,N,
17276,8,3,3,115,33,15,56,19,,N,0,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,2 x 8 MB,32,N,
17277,12,2,3,115,33,15,56,19,,N,1,N,"6 x 64 kB Instruction
12 x 16 kB Data",6 x 2 MB,2 x 8 MB,32,N,
17278,16,2,3,115,33,15,56,19,,N,1,N,"8 x 64 kB Instruction
16 x 16 kB Data",8 x 2 MB,2 x 8 MB,32,N,
17279,2,3,,53,17,11,16,6,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,22,N,16
17280,4,4,4,95,24,23,50,15,,N,1,N,"2 x 96 kB Instruction
4 x 16 kB Data",2 x 2 MB,,28,N,
17281,8,3,3,140,3,18,33,10,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,14,Y,
17282,6,3,4,140,16,18,24,10,1536,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,14,Y,
17283,2,4,,51,6,8,12,3,64,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,7
17284,2,3,,35,6,8,12,3,64,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,7
17285,2,3,,35,6,8,12,3,64,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,7
17286,4,2,3,35,4,8,12,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
17287,2,3,4,65,12,13,18,0,,N,1,N,"1 x 96 kB Instruction
2 x 32 kB Data",1 x 1 MB,,28,N,11
17288,2,3,4,65,12,13,18,0,,N,0,Y,"1 x 96 kB Instruction
2 x 32 kB Data",1 x 1 MB,,28,N,11
17289,4,3,3,65,24,13,18,0,,N,1,N,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,
17290,2,3,,54,6,11,16,6,,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,22,Y,10
17291,6,3,4,80,28,5,7,3,128,Y,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,
17292,4,3,4,62,6,5,7,3,64,Y,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,N,
17293,2,2,,65,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17294,3,3,,95,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17295,3,3,,95,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17296,4,2,,95,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17297,4,2,,95,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
17298,2,2,,45,18,19,29,12,,N,0,Y,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 1 MB,,45,N,
17299,3,2,,45,35,19,58,12,,N,0,Y,"3 x 64 kB Instruction
3 x 64 kB Data",3 x 512 kB,,45,N,
17300,4,2,,45,21,19,37,12,,N,0,Y,"4 x 64 kB Instruction
4 x 64 kB Data",4 x 512 kB,,45,N,
