PID,Merchant,Availability,Total
8563,6,0,82.99
8563,2,1,84.99
8563,12,1,98.27
8564,0,0,79.98
8564,4,0,79.99
8565,2,1,231.99
8565,0,0,331.99
8566,0,0,216.31
8567,0,0,46.99
8568,4,0,279.99
8568,0,0,326.43
8568,12,0,326.43
8569,6,0,354.99
8569,12,0,398.54
8569,0,0,400.76
8569,4,0,409.99
8570,4,0,67.99
8570,0,0,80.52
8571,4,0,57.99
8571,0,0,61.99
8571,1,0,75.99
8572,4,0,299.99
8572,12,0,342.67
8573,0,0,84.99
8573,4,0,84.99
8574,4,0,62.99
8574,12,0,74.71
8575,4,1,539.99
8576,0,0,79.95
8576,6,0,87.99
8576,2,0,89.99
8576,4,0,89.99
8577,4,0,159.99
8577,0,0,169.99
8578,0,0,89.99
8579,0,0,34.99
8579,3,,36.99
8579,1,0,36.99
8579,4,0,36.99
8580,0,0,37.99
8580,4,0,37.99
8581,4,1,1249.99
8581,0,0,1259.99
8581,12,0,1460.5
8582,4,0,164.99
8582,6,1,174.99
8582,12,0,189.7
8583,0,0,63.99
8583,4,0,63.99
8584,0,0,229.99
8584,4,0,229.99
8584,12,0,262.06
8586,0,0,139.99
8586,4,0,139.99
8586,6,0,154.99
8586,12,1,190.77
8587,6,0,197.99
8587,0,0,219.99
8587,4,0,219.99
8587,12,1,226.81
8588,4,0,294.99
8588,12,1,318.49
8588,6,1,324.99
8589,4,0,199.99
8590,0,0,64.97
8590,4,0,64.97
8591,12,1,34.03
8591,0,0,39.99
8592,6,1,164.99
8592,0,1,215.93
8593,0,0,66.98
8595,6,1,464.99
8595,0,0,818.99
8596,0,0,63.99
8596,4,0,81.99
8597,4,0,219.99
8597,0,0,249.73
8597,12,0,266.11
8598,6,1,1484.99
8598,12,1,1641.81
8598,0,0,2265
8599,4,0,449.99
8599,12,0,526.52
8601,0,0,74.98
8601,4,0,74.99
8602,0,0,132.99
8602,2,0,132.99
8602,6,0,132.99
8602,4,0,134.99
8602,12,1,156.74
8602,13,,169.99
8603,0,0,134.99
8603,4,0,134.99
8603,2,0,139.99
8603,6,0,139.99
8603,12,1,163.58
8604,4,1,479.99
8605,4,0,67.99
8605,0,0,82.99
8605,6,0,89.99
8605,12,1,90.78
8606,0,0,38
8608,0,0,77.98
8608,8,0,83.93
8608,1,0,94.99
8608,3,,111.94
8609,6,0,344.99
8609,0,0,368.99
8609,4,0,368.99
8610,0,0,164.99
8610,1,0,164.99
8610,4,0,179.99
8610,12,1,190.92
8610,3,1,209.99
8611,0,0,200.99
8611,4,0,200.99
8611,6,0,214.99
8611,12,1,234.78
8612,4,0,254.99
8613,0,0,184.99
8613,4,0,184.99
8614,0,0,349
8615,4,0,82.99
8615,0,0,83.99
8615,12,0,107.19
8616,0,0,64.98
8616,4,0,64.99
8616,8,0,64.99
8617,4,1,549.99
8617,0,0,559.99
8618,0,0,128.99
8618,4,1,128.99
8618,6,0,149.99
8618,12,1,153.92
8619,0,0,144.99
8619,6,0,144.99
8619,4,0,144.99
8619,2,0,164.99
8620,0,0,65.98
8620,4,0,65.99
8621,0,0,32.99
8622,0,0,267.99
8622,4,0,267.99
8622,6,0,269.99
8622,12,1,314.79
8623,0,0,1799
8625,4,0,269.99
8626,0,0,149
8627,6,0,299.99
8627,0,0,504.99
8628,0,0,212.08
8628,12,0,212.17
8629,0,0,93.08
8629,4,0,136.99
8630,0,0,77.98
8630,1,0,77.99
8630,4,1,77.99
8630,3,1,80.99
8630,12,0,99.05
8631,0,0,998
8632,0,0,12.98
8633,4,,219.99
8633,0,0,242.34
8633,12,0,242.34
8634,0,0,65.98
8634,4,0,67.99
8634,12,0,111.83
8635,6,0,594.99
8635,0,0,1169.04
8637,4,0,167.99
8637,0,0,169.99
8638,0,0,249.99
8638,4,0,329.99
8639,4,,304.99
8639,0,0,319.99
8640,0,0,84.99
8641,0,0,147.99
8641,3,1,152.99
8641,1,0,152.99
8641,12,1,178.68
8641,4,0,178.99
8642,4,0,84.99
8642,0,0,89.99
8642,6,0,89.99
8643,6,1,204.99
8643,0,0,270.99
8644,0,0,194.99
8645,4,0,169.99
8645,6,0,174.99
8645,12,1,198.35
8645,0,0,198.99
8646,4,1,35.98
8647,6,0,1514.99
8647,4,0,1599.99
8648,0,0,169.99
8648,4,0,169.99
8648,6,0,174.99
8650,0,0,139.99
8650,4,0,139.99
8650,6,0,154.99
8650,12,1,200.59
8651,4,0,69.99
8651,0,0,81.92
8652,4,0,119.99
8652,12,0,132.14
8653,3,1,43.99
8653,0,0,43.99
8653,1,0,43.99
8653,4,0,44.99
8653,12,1,53.05
8654,0,0,71.98
8654,1,0,71.99
8654,2,0,71.99
8654,12,0,72.92
8654,3,1,92.99
8654,4,0,114.63
8655,4,,339.99
8656,4,0,52.99
8656,12,0,61
8656,0,0,66.98
8657,0,0,26.99
8657,4,0,26.99
8657,12,1,29.95
8657,6,1,29.99
8658,4,0,239.99
8659,0,0,127.99
8659,4,0,127.99
8659,6,0,129.99
8659,2,1,134.99
8660,0,0,34.99
8660,3,1,51.99
8661,0,0,83.99
8663,0,0,67.98
8664,4,0,149.99
8664,6,0,159.99
8664,12,1,192.22
8665,6,1,39.99
8665,0,0,41.99
8665,4,0,43.99
8665,12,0,44.64
8666,0,0,419.82
8666,4,0,419.99
8667,0,0,114.99
8667,4,0,114.99
8667,1,0,148.99
8668,12,0,90.32
8668,0,0,92.07
8669,0,0,114.99
8669,4,0,114.99
8670,4,0,94.99
8670,0,0,111.02
8671,0,0,75.98
8672,0,0,132.99
8674,4,0,99.99
8674,0,0,119.99
8675,4,1,39.99
8675,0,0,49.77
8675,12,0,49.77
8676,0,0,459
8677,0,0,53.97
8678,0,0,114.99
8678,4,0,119.99
8679,4,0,149.99
8679,12,0,169.83
8680,0,0,67.97
8681,0,0,54.99
8682,4,0,159.99
8682,0,0,165.99
8682,12,0,197.1
8683,4,0,129.99
8683,0,0,249
8684,4,0,99.99
8684,0,0,106.99
8684,6,0,109.99
8684,12,1,113.99
8685,0,0,299.99
8685,4,1,299.99
8686,0,0,127.99
8687,0,0,135.99
8687,4,0,135.99
8687,6,0,144.99
8687,12,1,164.23
8688,0,0,299.99
8688,4,0,299.99
8689,0,0,129.99
8689,4,0,129.99
8689,12,0,154.75
8690,0,0,1659.99
8690,4,0,1659.99
8691,4,0,109.99
8692,6,0,74.99
8692,0,0,187.89
8693,4,1,38.98
8693,0,0,39.99
8693,12,0,45.92
8694,0,0,244.97
8695,0,0,87.99
8695,4,0,89.99
8696,4,0,75.99
8696,0,0,77.98
8696,3,,77.99
8696,1,0,77.99
8697,0,0,311.56
8697,12,0,318.31
8698,4,1,329.99
8698,0,0,499
8699,0,0,104.5
8699,8,0,129.99
8700,0,0,10.57
8702,6,1,319.99
8702,12,1,398.48
8702,0,0,424.93
8703,0,0,18
8704,0,0,427
8706,0,0,598.99
8708,0,0,32.99
8708,8,0,36.93
8708,3,1,48.99
8709,0,1,109.97
8710,4,0,119.97
8711,0,0,80.98
8711,4,0,80.99
8716,4,1,359.99
8717,0,0,659.99
8717,4,1,659.99
8718,4,0,1399.99
8718,0,0,1812.99
8719,6,1,894.99
8719,0,0,1144.38
8720,6,0,214.99
8720,0,0,404.99
8721,8,0,24.93
8721,0,0,26.99
8722,0,0,267.99
8722,4,0,267.99
8722,6,0,279.99
8722,12,0,330.79
8723,6,0,269.99
8724,0,0,529.99
8725,4,0,63.99
8726,6,1,434.99
8726,0,0,1129.81
8727,0,0,84.99
8727,4,0,84.99
8728,0,0,79.98
8728,3,,79.99
8728,1,0,79.99
8728,4,0,79.99
8728,12,1,96.72
8729,12,0,30.84
8729,0,0,33.15
8730,4,1,589.99
8730,0,0,599.99
8731,4,0,173.99
8731,0,1,184.99
8731,6,0,189.99
8732,4,0,159.99
8733,0,0,217.16
8733,12,0,222.03
8734,0,0,1339
8735,0,0,70.72
8736,0,0,123.99
8737,0,0,107.99
8738,8,0,89.99
8739,4,0,624.99
8739,0,0,629.99
8741,4,1,199.99
8741,6,1,214.99
8742,0,0,432
8743,4,0,469.99
8743,12,0,546.24
8743,0,0,798
8744,4,0,99.99
8744,0,0,117.42
8744,12,0,124.8
8745,0,0,109.99
8746,0,0,274.99
8748,0,0,31.99
8748,4,0,31.99
8748,3,1,44.99
8749,0,0,16
8751,4,1,139.99
8751,12,0,159.39
8752,0,0,134.99
8752,12,0,206.95
8753,4,0,159.99
8754,0,0,40
8754,6,0,44.99
8754,4,0,45.98
8755,4,,199.99
8755,0,0,244.57
8755,12,0,244.66
8756,0,0,284.99
8756,4,0,284.99
8756,1,0,359.99
8757,8,0,70.99
8758,12,0,41.86
8758,0,0,45
8759,6,0,689.99
8759,4,1,729.99
8760,0,0,380
8761,0,0,62.99
8761,12,0,79.56
8762,0,0,299.99
8762,4,0,299.99
8763,0,0,71.98
8763,4,0,71.99
8763,6,0,79.99
8763,12,0,85.67
8764,4,0,429.99
8765,0,0,83.99
8765,4,1,83.99
8765,3,1,104.99
8766,4,0,79.99
8766,6,0,82.99
8766,0,0,96.78
8766,12,0,98.11
8767,0,0,52.99
8767,4,0,67.98
8769,0,0,132.99
8770,0,0,202.99
8770,4,0,202.99
8770,3,1,209.94
8771,0,0,329.99
8772,4,0,129.99
8772,0,0,182.99
8773,4,0,289.99
8773,0,0,299.99
8774,4,0,89.99
8774,0,0,99.49
8774,12,1,102.89
8775,4,0,49.99
8775,0,0,69.98
8776,6,1,434.99
8777,0,0,353.99
8777,1,0,353.99
8777,3,1,405.99
8778,0,0,99.99
8779,6,0,749.99
8781,4,,379.99
8782,0,0,135.99
8782,4,0,135.99
8782,1,3,169.99
8783,0,0,800
8784,0,0,30.99
8784,4,0,37.63
8785,4,0,1079.99
8785,6,0,1184.99
8785,0,0,1186.99
8785,12,1,1292.68
8786,4,0,369.99
8787,4,0,79.99
8788,6,0,104.99
8788,4,0,104.99
8788,0,0,109.99
8789,0,0,64.98
8789,4,0,64.99
8789,8,0,64.99
8790,12,1,105.78
8790,0,0,120.58
8791,6,0,84.99
8791,0,0,205.99
8792,0,0,77.42
8793,0,0,58.99
8794,0,0,332.99
8794,6,0,339.99
8794,4,0,339.99
8795,4,0,32.99
8795,0,0,46.32
8796,3,1,179.99
8798,4,1,239.99
8798,12,0,270.96
8799,0,0,129
8800,6,0,499.99
8801,0,0,104.99
8801,4,1,104.99
8802,12,0,65.43
8804,0,0,119.99
8804,12,0,177.95
8806,4,0,139.99
8806,0,0,144.99
8807,0,0,169.99
8808,4,1,107.99
8808,0,0,109.99
8809,0,0,108.99
8810,0,0,102.99
8810,4,0,102.99
8810,12,0,109.65
8810,6,0,109.99
8811,0,1,64.98
8811,4,0,64.99
8812,6,1,1074.99
8813,0,0,157.99
8814,0,0,126.04
8815,4,0,79.99
8815,0,0,111.03
8815,12,0,111.83
8816,4,0,89.99
8816,6,1,99.99
8816,0,0,105.63
8816,12,1,107.09
8817,4,0,1439.99
8818,6,0,91.99
8818,0,0,95.99
8818,4,0,95.99
8818,12,0,109.29
8818,2,0,118.99
8819,0,0,27.99
8819,4,0,27.99
8819,6,0,29.99
8820,0,0,48.54
8820,7,0,60.02
8820,12,0,75.1
8820,4,0,76.99
8821,4,0,55.99
8821,0,0,76.98
8822,0,0,369.99
8822,1,0,369.99
8822,3,1,388.99
8822,4,0,399.99
8822,12,1,429.83
8823,0,0,80.98
8825,6,0,157.99
8825,0,0,164.99
8825,2,0,164.99
8825,4,0,174.99
8825,12,1,180.15
8826,4,0,509.99
8826,12,0,628.6
8828,4,1,149.99
8828,6,0,159.99
8828,12,1,176.65
8828,0,0,192.77
8829,4,0,52.97
8829,0,0,70.28
8830,4,0,119.99
8830,0,0,199
8831,4,0,67.99
8831,6,0,75.99
8831,12,0,90.78
8832,4,0,31.99
8832,0,0,34.99
8833,4,1,249.99
8833,0,0,341.77
8834,0,0,95.25
8834,12,1,96.23
8835,3,1,156.99
8835,0,0,156.99
8835,1,0,156.99
8835,4,0,156.99
8835,12,1,191.77
8836,0,0,36.99
8836,4,0,36.99
8836,12,1,43.95
8836,6,0,44.99
8837,0,0,57.99
8837,1,0,73.99
8838,12,1,82.81
8838,0,0,87.99
8839,0,0,119.99
8839,1,0,139.99
8839,3,,146.94
8841,0,0,324.99
8842,0,0,602
8843,6,0,559.99
8843,0,0,704.99
8844,0,0,37.99
8844,4,0,37.99
8846,4,0,199.99
8846,12,0,256.83
8847,0,0,103.99
8847,4,0,103.99
8847,6,0,109.99
8847,12,1,118.16
8848,0,0,53.98
8850,0,0,449
8851,6,0,164.99
8851,4,0,173.99
8851,12,1,186.19
8851,0,0,206.52
8852,4,0,92.99
8852,0,0,99.99
8852,12,1,103.76
8852,6,1,104.99
8853,0,0,279.99
8853,4,0,279.99
8853,6,0,304.99
8854,0,0,58.99
8855,0,0,465.2
8855,12,1,473.86
8856,12,0,128.07
8856,0,0,141.99
8857,6,1,68.99
8857,4,0,73.99
8857,0,0,76.98
8857,12,1,101.3
8858,4,0,57.99
8859,4,0,399.99
8859,0,0,504.37
8860,4,1,274.99
8861,6,0,79.99
8861,0,0,301.97
8862,0,0,224.95
8863,0,0,160.8
8863,3,1,176.99
8863,1,0,176.99
8863,4,0,180.99
8863,12,1,189.42
8864,4,0,79.99
8864,0,0,95.08
8865,0,0,62.99
8865,4,0,64.99
8867,6,0,154.99
8867,0,0,159.99
8867,4,0,166.99
8867,12,1,169.71
8870,4,0,154.99
8870,0,0,185.03
8870,12,0,185.12
8871,0,0,153
8872,12,0,182.59
8873,7,0,107.32
8873,0,0,109.43
8873,12,0,109.43
8874,0,0,493.62
8875,4,0,169.99
8875,0,0,196
8877,0,3,213.85
8878,4,0,340.99
8878,0,0,350.7
8878,12,0,350.79
8879,4,0,159.99
8879,0,0,174.99
8879,6,0,174.99
8880,4,0,499.99
8880,6,1,879.99
8881,4,1,719.99
8881,0,0,1329
8883,6,0,54.99
8883,0,0,57.08
8883,4,0,59.99
8883,12,1,60.39
8885,4,0,92.99
8885,12,1,107.26
8885,6,0,109.99
8886,6,1,369.99
8887,6,0,269.99
8887,0,0,412.65
8888,6,1,704.99
8888,12,1,794.51
8888,0,0,804.99
8888,4,0,804.99
8889,0,0,42.99
8889,4,0,42.99
8889,8,0,42.99
8890,0,0,679
8891,0,0,287.99
8892,0,0,38.99
8893,4,0,124.99
8893,12,0,150.11
8894,4,0,319.99
8894,12,0,356.59
8895,0,0,64.97
8895,4,0,64.97
8897,4,0,679.99
8897,0,0,689.99
8897,6,0,694.99
8898,0,0,89.99
8898,4,0,89.99
8898,6,0,99.99
8899,6,0,574.99
8899,0,0,869
8900,0,0,249.98
8902,0,0,239.99
8903,6,0,134.99
8903,0,0,177
8904,0,0,121.54
8907,0,0,124.99
8908,6,0,299.99
8908,0,0,504.99
8909,4,,150.99
8910,4,0,109.99
8910,0,0,219
8911,6,1,174.99
8911,0,0,848
8912,3,1,91.99
8912,0,0,91.99
8912,1,0,91.99
8912,12,1,112.12
8913,0,0,57.99
8913,4,0,57.99
8913,3,1,89.99
8914,6,1,119.99
8914,0,0,201.32
8915,0,0,60.57
8915,12,0,60.57
8916,0,0,77.98
8917,0,0,71.93
8917,12,0,76.22
8917,17,,79.99
8917,14,0,79.99
8918,0,0,62.98
8920,6,0,174.99
8920,12,1,195.28
8920,0,0,198.99
8920,4,0,198.99
8921,0,0,127.99
8921,4,0,127.99
8921,6,0,134.99
8921,12,1,247.12
8922,0,0,95.99
8922,4,0,95.99
8923,0,0,349.5
8924,6,0,91.99
8924,0,0,93.99
8924,4,0,93.99
8924,12,1,104.77
8925,0,0,17.98
8925,1,0,21.99
8927,0,0,77.03
8927,12,1,83.37
8928,0,0,45.99
8930,4,1,179.99
8930,0,0,195.35
8930,12,0,195.35
8933,6,0,1424.99
8933,0,0,1449.99
8933,12,1,1883.38
8934,0,0,119.99
8934,2,0,119.99
8934,4,0,144.99
8934,6,0,169.99
8934,12,1,179.9
8935,0,0,629.99
8935,4,0,629.99
8935,6,1,634.99
8936,0,0,120
8938,0,0,102.74
8939,4,0,86.99
8939,0,0,116.99
8940,0,1,75.34
8941,4,1,274.99
8943,0,0,454.84
8943,12,0,465.04
8944,0,0,103.59
8947,0,0,689
8948,0,0,245.82
8948,12,0,245.82
8949,4,0,124.99
8949,0,0,146.49
8950,6,1,71.99
8950,0,0,72.98
8950,4,0,72.99
8950,12,0,86.06
8951,0,0,84.57
8951,12,0,84.57
8952,0,0,14.97
8953,0,0,162.99
8953,4,0,162.99
8953,6,0,174.99
8953,12,1,203.57
8955,3,1,104.99
8956,8,0,139.99
8956,0,0,159.99
8957,0,0,109.99
8958,0,0,32.99
8960,0,0,180.12
8960,12,0,186.07
8961,4,0,245.99
8963,0,0,279.99
8964,4,0,289.99
8964,12,0,345.58
8965,4,0,139.99
8965,0,0,184.9
8966,12,0,315.04
8967,0,0,49.99
8968,4,0,116.99
8969,0,0,21.98
8969,12,1,26.97
8969,4,0,37.99
8970,4,0,63.99
8970,0,0,80.61
8970,12,0,92.32
8971,0,0,649.95
8972,0,0,77.98
8972,4,0,77.99
8972,6,0,79.99
8972,12,1,86.22
8973,6,1,544.99
8973,0,1,757.27
8974,0,0,134.94
8975,0,0,64.98
8975,4,0,64.99
8975,3,1,94.99
8976,0,0,77.98
8977,0,0,179.1
8978,4,0,172.99
8978,6,0,189.99
8978,0,0,210.64
8979,4,1,1199.99
8979,0,0,1209.99
8979,12,0,1460.5
8980,4,0,63.99
8981,0,0,38.99
8982,0,0,175.24
8983,0,0,69.98
8983,1,0,69.99
8983,2,0,69.99
8983,3,1,89.99
8984,4,0,209.99
8984,6,1,224.99
8984,0,0,239.99
8984,12,1,259.84
8985,6,0,379.99
8985,4,0,424.99
8985,12,1,425.44
8985,0,0,484.99
8986,0,0,43.95
8986,3,,45.99
8986,1,0,45.99
8986,4,1,45.99
8986,12,1,51.39
8987,0,0,40.99
8987,4,0,41.98
8987,12,1,43.31
8987,6,0,44.99
8988,12,1,106.37
8989,8,0,164.99
8990,0,0,213.99
8990,6,1,229.99
8991,4,0,459.99
8991,0,0,603.99
8993,6,1,549.99
8994,1,3,156.99
8994,0,0,161.01
8995,0,0,313.1
8997,4,1,239.99
8997,0,0,269.6
8997,12,0,280.03
8998,0,0,184.99
8998,4,0,184.99
8998,12,1,192.78
8998,6,0,199.99
8999,0,0,179.99
8999,4,0,184.99
8999,6,1,189.99
8999,12,1,194.5
9000,4,0,59.99
9001,6,1,34.99
9001,0,0,39.99
9001,4,0,39.99
9001,12,1,43.42
9002,0,0,36
9003,0,0,12
9005,0,0,549.99
9005,4,0,549.99
9005,6,0,609.99
9005,12,1,652.45
9006,0,0,64.98
9007,0,0,161.82
9007,12,1,161.82
9008,4,0,149.99
9008,0,0,165.99
9008,6,0,169.99
9009,4,0,149.99
9009,0,0,154.99
9010,6,1,77.99
9010,0,0,79.98
9010,12,1,94.39
9011,0,0,53.98
9012,4,0,124.99
9013,0,0,205.99
9014,4,0,59.99
9014,0,0,71.44
9014,12,0,71.44
9015,0,0,114.99
9015,12,0,164.62
9016,0,0,72.98
9016,4,0,82.99
9016,12,1,87.52
9017,4,1,89.99
9017,0,0,121.99
9018,6,1,584.99
9019,0,0,129.99
9020,4,0,125.99
9021,6,0,98.99
9021,0,0,152.9
9022,4,1,125.98
9023,6,1,212.99
9023,0,0,398.4
9024,0,0,134.21
9024,1,0,134.21
9024,4,0,145.99
9024,12,0,146.08
9025,4,0,379.99
9026,0,0,72.98
9026,3,1,72.99
9026,1,0,72.99
9026,4,0,82.99
9027,0,0,78.98
9028,0,0,31.99
9028,8,0,35.93
9028,4,1,40.99
9030,0,0,1179.99
9031,8,0,99.99
9032,0,0,74.98
9032,4,0,74.99
9032,6,1,79.99
9032,12,0,85.69
9035,0,0,469
9036,6,1,114.99
9036,0,0,124.99
9037,4,1,69.99
9037,12,0,110.88
9038,0,0,499.99
9038,4,0,499.99
9038,6,0,569.99
9039,4,1,47.99
9039,6,0,54.99
9039,12,1,60.45
9040,0,0,79.98
9041,3,,155.99
9041,0,0,155.99
9041,1,0,155.99
9041,4,0,155.99
9042,0,0,99.01
9043,0,0,126
9044,0,0,39.5
9045,0,0,129
9046,6,0,179.99
9046,0,0,516.75
9047,4,0,46.98
9047,6,0,54.99
9047,0,0,56.04
9047,12,0,56.04
9049,0,0,44.99
9049,1,0,44.99
9049,4,0,44.99
9049,6,0,44.99
9049,12,1,341.11
9050,4,0,132.6
9050,3,1,155.99
9050,0,0,155.99
9050,1,0,155.99
9050,12,0,181.3
9051,0,0,225
9053,0,0,159.99
9053,4,0,162.99
9053,1,0,173.66
9053,12,1,189.45
9053,3,1,209.99
9054,4,1,129.99
9055,4,1,79.99
9055,0,0,189
9057,6,1,229.99
9057,0,0,412.19
9059,4,0,123.99
9060,6,1,174.99
9061,0,0,38.99
9061,1,0,46.98
9063,6,1,224.99
9063,0,0,514.99
9064,6,1,604.99
9064,0,0,945.99
9065,6,1,689.99
9066,4,0,629.99
9066,12,0,771.28
9068,0,0,39.99
9068,6,0,39.99
9068,4,0,39.99
9068,12,0,44.71
9069,4,0,64.99
9070,0,0,434
9071,0,0,394.99
9072,3,1,194.99
9072,1,0,194.99
9072,4,0,200.99
9072,12,1,214.47
9072,0,0,224.7
9073,0,0,77.98
9073,3,,77.99
9073,1,0,77.99
9073,4,0,87.99
9073,12,1,90.47
9074,4,0,91.99
9075,0,0,138.07
9075,12,1,161.82
9076,4,1,194.99
9076,0,0,276.99
9077,3,1,152.99
9077,0,0,152.99
9077,1,0,152.99
9077,4,0,152.99
9078,4,0,132.6
9078,3,1,155.99
9078,0,0,155.99
9078,1,0,155.99
9078,12,1,267.55
9079,4,0,289.99
9079,0,1,299.99
9079,6,0,314.99
9079,12,1,345.4
9080,0,0,118.14
9080,8,0,124.99
9081,4,0,359.99
9081,0,0,502.99
9082,0,0,13.3
9083,0,0,54.99
9085,4,1,29.99
9086,6,1,459.99
9086,0,0,629.99
9087,4,0,169.99
9088,6,1,759.99
9089,0,0,199.99
9090,0,0,61.99
9090,4,0,61.99
9090,1,0,75.99
9091,4,1,109.97
9092,0,0,79.98
9093,0,0,134.99
9093,4,0,134.99
9094,0,0,179.99
9095,4,0,499.99
9095,6,0,549.99
9096,4,0,189.99
9096,6,0,219.99
9096,0,0,223.55
9097,0,0,145.99
9097,1,0,145.99
9097,3,,161.99
9097,4,0,161.99
9097,12,1,222.09
9098,4,0,23.99
9098,0,0,29.47
9098,12,0,29.47
9100,6,0,194.99
9100,0,0,201.99
9100,4,0,201.99
9101,12,0,58.92
9102,0,0,137.99
9102,4,0,137.99
9102,6,0,154.99
9102,12,0,159.53
9103,4,0,135.99
9104,0,0,79
9105,0,0,79.79
9106,0,0,349
9107,0,0,89.99
9109,4,0,55.99
9111,0,0,91.99
9112,0,0,27.99
9112,8,0,32.93
9113,0,0,201.27
9113,12,0,203.47
9114,0,0,67.98
9114,8,0,69.99
9114,4,1,87.63
9114,3,1,94.99
9115,4,0,199.99
9115,0,0,205.99
9118,0,0,185.99
9118,4,0,185.99
9118,1,0,194.66
9118,12,1,208.87
9118,3,1,219.99
9119,0,0,369
9120,4,0,249.99
9120,12,0,335.71
9121,8,0,65.99
9122,0,0,41
9123,4,0,91.99
9123,6,0,99.99
9123,0,0,101.78
9124,0,0,699
9125,0,0,232
9126,0,0,339
9127,8,0,114.99
9128,6,1,214.99
9129,0,1,672
9129,6,0,679.99
9129,12,1,907.44
9130,0,0,89.99
9130,4,0,89.99
9130,6,0,99.99
9130,12,1,109.46
9131,0,0,239.99
9134,4,0,189.99
9134,0,0,218.55
9134,12,0,218.55
9135,4,0,131.4
9135,3,1,145.99
9135,0,0,145.99
9135,1,0,145.99
9135,12,1,170.84
9136,4,0,30.99
9136,0,0,34.54
9136,12,0,34.56
9137,4,1,79.99
9137,0,0,119
9138,0,0,77.98
9138,4,0,77.99
9139,4,0,429.99
9139,0,0,516.74
9139,12,0,516.83
9142,0,0,57.9
9142,12,0,58.43
9144,0,0,64.98
9144,4,0,69.99
9145,4,0,65.99
9146,0,0,57.99
9149,4,0,127.99
9150,0,0,145.99
9150,1,0,145.99
9150,4,0,145.99
9150,12,1,167.97
9151,4,0,134.99
9151,0,0,153.34
9151,12,0,159.39
9152,0,0,114.99
9154,4,0,299.99
9154,0,0,398.9
9155,0,0,114.99
9155,1,0,124.99
9156,0,0,113.99
9157,2,1,436.99
9157,7,0,436.99
9158,4,0,69.99
9159,4,0,90.99
9160,0,0,199.74
9161,4,0,294.99
9161,0,0,324.99
9162,4,0,189.99
9163,0,0,35.67
9166,0,0,203.94
9167,4,0,129.99
9168,0,0,75.45
9168,4,0,79.99
9169,0,0,109
9170,4,0,209.99
9173,0,0,62.99
9176,4,1,242.99
9176,6,0,274.99
9176,0,0,296.99
9176,12,1,296.99
9177,0,0,137.99
9179,6,0,99.99
9181,0,0,89.99
9181,6,0,89.99
9181,4,0,89.99
9181,12,1,96.63
9182,4,0,149.99
9182,0,0,198.99
9184,4,0,134.99
9185,12,1,41.11
9185,0,0,42.91
9185,4,0,56.9
9188,0,0,124.99
9189,8,0,63.99
9189,0,0,86.52
9189,3,,86.99
9190,0,0,380
9191,4,1,44.99
9193,4,0,117.99
9193,0,0,138.31
9195,0,0,119.99
9195,12,0,135.03
9196,4,0,164.99
9196,6,0,174.99
9196,0,0,184.99
9197,4,0,164.99
9197,6,0,179.99
9197,12,1,184.6
9197,0,0,192.48
9198,12,0,506.8
9199,0,0,274.99
9199,4,0,274.99
9199,1,0,339.99
9200,0,0,249
9201,4,0,399.99
9201,0,0,721
9202,0,0,315
9203,4,1,64.99
9204,6,1,349.99
9204,0,0,657.14
9206,0,0,18.98
9207,4,0,129.99
9207,0,0,171.99
9207,12,0,196.51
9208,0,1,292.99
9208,1,0,292.99
9208,4,0,307.99
9208,12,1,335.91
9209,4,0,53.99
9209,0,0,74.98
9210,0,0,845.99
9211,0,0,34.95
9212,0,0,18.22
9214,0,0,269
9215,4,0,320.98
9216,0,0,64.98
9216,4,0,64.99
9217,0,0,72.98
9217,3,1,72.99
9217,1,0,72.99
9217,4,0,80.99
9217,12,1,86.19
9218,0,0,283.99
9221,4,1,164.99
9221,0,0,242.34
9222,4,0,85.99
9222,12,0,89.79
9222,6,1,89.99
9222,0,0,98.09
9223,0,0,209.99
9224,4,0,69.99
9225,4,0,1399.99
9225,0,0,1812.99
9226,12,0,216.44
9228,4,0,53.99
9228,12,1,59.11
9228,0,0,64
9230,4,0,659.99
9231,12,1,153.07
9232,4,0,36.98
9232,0,0,52.99
9233,6,1,1269.99
9234,0,0,284.99
9234,4,0,284.99
9234,1,0,339.99
9235,4,1,62.99
9235,0,0,93.33
9235,12,0,94.64
9236,0,0,326.99
9236,1,0,335.76
9236,3,1,336.99
9236,4,0,361.99
9236,12,1,365.41
9237,0,0,114
9238,4,0,48.99
9238,6,0,54.99
9238,12,1,56.47
9238,0,0,59.99
9239,0,0,31.99
9239,3,1,49.99
9240,0,0,129.99
9240,8,0,129.99
9241,4,0,649.99
9242,4,0,239.99
9242,0,0,307.2
9242,12,0,307.3
9243,4,0,139.99
9243,0,0,184.99
9244,0,0,72.87
9245,0,0,40.77
9245,12,0,51.97
9245,4,0,52.99
9247,0,0,119.99
9248,4,0,76.99
9248,0,0,77.98
9248,6,0,79.99
9248,12,1,83.5
9249,0,0,29.14
9250,0,0,26.99
9250,4,0,26.99
9250,6,0,29.99
9252,0,0,21
9253,0,0,175
9254,0,0,72.97
9254,4,0,72.97
9255,0,0,17.98
9255,7,0,23.98
9255,4,1,26.99
9256,0,0,51.99
9256,4,0,54.99
9257,12,0,284.67
9258,12,0,173.31
9258,0,0,181.43
9259,4,0,67.99
9260,4,0,389.99
9260,0,0,514.99
9261,4,0,139.99
